"TIV of arms exports from USA, 1950-2006"
"Generated: 02 November 2007"
"Source: SIPRI Arms Transfers Database"
"For more information, see"
"http://www.sipri.org/contents/armstrad/output_types_TIV.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,Total
,South Africa,,75,89,,,,10,,,1,,,5,166,5,5,15,1,1,1,,,,,,,24,,,,,,,,,,11,2,,,,,,,,,,9,,18,,,,,,,14,452
,South Korea,155,187,209,195,180,357,410,197,158,160,120,152,82,209,57,851,782,212,370,354,113,225,341,204,307,669,465,1192,319,1013,605,468,307,355,444,811,740,685,1099,1475,899,703,566,475,551,1600,1436,734,1164,1145,835,290,186,437,857,485,1010,30607
,South Vietnam,,,,,1,6,45,7,15,22,40,98,151,112,77,112,129,189,189,440,479,795,1788,555,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5542
,Spain,2,,,8,58,148,254,270,85,220,200,62,66,4,35,350,185,254,112,135,153,402,552,710,451,583,449,52,274,269,198,206,186,50,30,77,879,1025,1715,488,580,77,157,274,713,221,282,142,21,234,194,125,159,77,134,77,18,14682
,Sri Lanka,,,,,,,,,,,,,,,0,,,,,2,,3,4,,,,0,,,,,,0,,10,38,22,16,,,16,,,,,,,,12,,9,,9,6,16,,,163
,St Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5
,St Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,5
,Sudan,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,170,2,,29,104,3,29,,,2,2,,,,,,,,,,,,,,,,,,,348
,Sweden,,,8,,,,,11,11,15,11,1,11,41,59,29,25,66,97,45,27,4,70,75,75,103,75,100,185,110,112,191,44,45,30,40,86,104,50,58,48,37,21,24,34,65,68,70,193,65,68,38,30,30,30,62,58,2955
,Switzerland,,,1,,,,0,1,,,,,,12,55,58,56,26,32,13,46,64,47,30,8,54,54,,199,199,246,259,116,227,197,137,,15,48,23,13,119,20,41,114,93,187,388,447,498,,,,,18,,2,4163
,Syria,2,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
,Taiwan,,107,316,390,280,558,248,327,657,845,385,128,148,328,329,454,298,473,249,487,620,289,324,348,435,320,510,794,731,535,463,639,650,585,277,512,636,121,178,184,237,487,380,1106,866,1351,824,2979,2139,1705,565,434,314,116,336,725,624,31346
,Tanzania,,,,,,,,,,,,,,,,,,,,,1,2,4,2,2,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,14
,Thailand,29,86,40,27,,28,10,60,15,10,30,76,103,64,64,81,89,119,56,118,182,214,106,210,133,24,19,47,272,39,189,245,33,71,103,114,103,232,365,200,204,255,37,134,205,154,434,363,40,51,28,14,152,147,48,14,12,6298
,Togo,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,3,3,,,,,,,,,,,,8
,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
,Trinidad & Tobago,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,6,,,,,,,,,,,,,,,,,3,,1,1,,,,,,13
,Tunisia,,,,,,,,,,,3,,,,,6,,,11,16,,,5,22,5,,,,20,42,21,10,20,74,106,80,,56,12,39,,,8,,,18,23,25,23,10,,,75,,,,16,746
,Turkey,100,97,330,546,421,193,107,481,517,519,592,280,220,532,664,310,192,331,273,519,217,501,585,705,704,603,104,44,756,782,205,226,176,88,82,250,280,827,548,631,860,918,1669,1971,1344,737,650,1175,1633,1151,511,193,476,297,110,302,,29535
,UAE,,,,,,,,,,,,,,,,,,,,,,0,1,5,7,56,,15,,,,102,,29,61,5,128,202,30,6,6,,,92,213,35,154,12,27,10,81,13,12,,303,1371,1392,4368
,Uganda,,,,,,,,,,,,,,,,,0,,,3,,3,19,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,40
,UK,103,202,563,1892,112,158,150,84,534,538,26,23,25,32,28,44,94,1308,2716,2968,,111,155,162,162,161,80,129,132,164,305,770,759,176,510,200,187,151,155,107,78,905,1183,1068,559,659,657,654,674,54,773,1223,388,459,100,26,229,25865
,United Nations,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,17
,Unknown country,,,,,,,,,,,,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,14,14,16,,3,3,,3,,,,,,,,,253
,Uruguay,57,5,40,0,0,0,17,17,4,0,10,1,,0,1,8,6,1,11,8,8,13,21,5,5,4,26,2,,5,9,12,11,,,,,,3,12,,7,,18,9,,,,11,,,,,,,,,367
,Venezuela,,1,12,1,16,22,17,101,19,11,50,,29,19,7,,16,4,,7,11,128,103,223,8,78,14,79,55,10,19,55,69,138,16,396,10,,49,,,72,,,1,,3,,,17,,5,11,13,,,,1915
,Zimbabwe,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,1642,4542,6242,8981,5286,6413,7947,8035,9212,7329,5937,6465,5558,8911,11653,11078,8257,7164,8198,11370,8713,11042,9791,11884,11733,16011,13951,14089,12607,8901,9752,12572,13427,13131,11081,10334,11428,12196,11551,10920,10503,12690,14444,14611,11801,11289,10919,14249,15388,11490,7508,5814,5009,5611,6665,7095,7940,
